ticker,empresa,cd_cvm,setor,preco_data,valor_mercado_brl,liquidez_63d_brl,pl,pvpa,roe_ltm,roe_med5,div_liq_ebitda,cagr_receita,cagr_lucro,conversao_caixa,status,criterios_reprovados,criterios_nao_avaliados,ultima_demonstracao,dt_receb_ultimo_doc,link_doc,fontes
GMAT3,GRUPO MATEUS S.A.,25186,Emp. Adm. Part. - Comércio (Atacado e Varejo),2026-07-27,8795222241.42,22540608.317460317,5.08,0.80,16.24,15.16,0.28,24.73,24.66,1.24,APROVADA,,,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157460,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
RECV3,PETRORECÔNCAVO S.A.,25780,Emp. Adm. Part. - Petróleo e Gás,2026-07-27,3000093982.7200003,26097859.73015873,5.61,0.71,12.54,15.96,0.92,31.98,37.83,2.39,APROVADA,,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156877,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AERI3,AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,25283,"Máquinas, Equipamentos, Veículos e Peças",2026-07-27,125997969.19999999,84243.23809523809,prejuizo,nao_aplicavel,nao_aplicavel,dado_insuficiente,nao_aplicavel,-25.99,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,P/L positivo e baixo; CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157175,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AGXY3,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,25658,Comércio (Atacado e Varejo),2026-07-27,,41321.857142857145,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2025-09-30,2025-11-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153333,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ALARES INTERNET PARTICIPAÇÕES S/A,25194,Emp. Adm. Part. - Telecomunicações,,,,indisponivel,indisponivel,-25.77,-28.74,2.38,18.90,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157591,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ALGAR TELECOM S/A,21032,Telecomunicações,,,,indisponivel,indisponivel,-17.43,-14.06,3.03,3.16,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157326,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"APTI3,APTI4",ALIPERTI S.A.,12823,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",,,,indisponivel,indisponivel,4.20,7.13,-1.66,17.03,turnaround,1.12,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157573,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,24058,Serviços Médicos,2026-07-27,490476443.94000006,161393.82539682538,indisponivel,0.46,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2025-09-30,2025-11-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153262,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ALMACENES ÉXITO S.A.,80225,,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2025-03-31,2025-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147714,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ALUBAR METAIS E CABOS S.A.,27430,Metalurgia e Siderurgia,,,,indisponivel,indisponivel,23.37,dado_insuficiente,0.66,dado_insuficiente,dado_insuficiente,2.37,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157487,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AMBP3,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,24961,"Saneamento, Serv. Água e Gás",2026-07-27,26669515.36,812697.253968254,indisponivel,0.02,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2025-06-30,2026-02-04,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154596,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ARND3,ARANDU INVESTIMENTOS S.A.,25887,Emp. Adm. Part. - Intermediação Financeira,2026-07-27,67584041.75999999,1534.6825396825398,prejuizo,0.54,-360.41,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,P/L positivo e baixo; Liquidez >= R$5M/dia,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-06-23,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159198,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ARML3,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",26069,Serviços Transporte e Logística,2026-07-27,1122604651.0800002,3876617.1746031744,22.19,0.88,3.96,dado_insuficiente,3.14,dado_insuficiente,dado_insuficiente,5.03,DADOS_INSUFICIENTES,P/L positivo e baixo; Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157246,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ARTERIS S.A.,19771,Serviços Transporte e Logística,,,,indisponivel,indisponivel,9.75,-15.35,3.25,7.58,turnaround,3.82,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157468,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ASA BRANCA HOLDING S.A.,26514,Emp. Adm. Part. - Energia Elétrica,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,2.76,-5.13,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157398,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.,27545,Emp. Adm. Part. - Energia Elétrica,,,,indisponivel,indisponivel,1.75,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157223,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ATED3,ATOM EDUCAÇÃO E EDITORA S.A.,27677,Educação,2026-07-27,,67513.95238095238,indisponivel,indisponivel,-28.93,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-08,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157002,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AURA ALMAS MINERAÇÃO S.A.,26590,Emp. Adm. Part. - Extração Mineral,,,,indisponivel,indisponivel,85.15,34.48,indisponivel,turnaround,121.96,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR receita > 10%; Liquidez >= R$5M/dia,2025-12-31,2026-03-30,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155863,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AURA MINERALS INC.,80187,,,,,indisponivel,indisponivel,30.95,0.02,indisponivel,20.80,serie_nao_comparavel,3.60,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156773,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AESO3,AUREN OPERAÇÕES S.A.,26174,Emp. Adm. Part. - Energia Elétrica,,,,indisponivel,indisponivel,3.07,1.51,2.08,9.23,serie_nao_comparavel,10.02,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; CAGR receita > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156745,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AUREN PARTICIPAÇÕES S.A.,25640,Energia Elétrica,,,,indisponivel,indisponivel,-9.07,-2.81,5.19,20.31,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156741,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AMOB3,AUTOMOB PARTICIPAÇÕES S.A.,27707,Serviços Transporte e Logística,2026-07-27,506915442.66,438767.8888888889,prejuizo,0.26,-15.42,dado_insuficiente,5.89,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,P/L positivo e baixo; Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156783,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AXIA ENERGIA NORDESTE S.A.,3328,Energia Elétrica,,,,indisponivel,indisponivel,5.36,dado_insuficiente,0.71,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156760,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AXIA ENERGIA NORTE S.A.,27472,Energia Elétrica,,,,indisponivel,indisponivel,8.27,dado_insuficiente,0.91,dado_insuficiente,dado_insuficiente,1.98,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156774,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AXIA ENERGIA SUL S.A.,27480,Energia Elétrica,,,,indisponivel,indisponivel,11.75,dado_insuficiente,1.52,dado_insuficiente,dado_insuficiente,0.62,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156726,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AZTE3,AZEVEDO & TRAVASSOS ENERGIA S.A.,27626,Petróleo e Gás,2026-07-27,427259421.54,629709.5396825396,prejuizo,1.74,-3.16,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,P/VPA < 1; P/L positivo e baixo; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157623,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"AZUL3,AZUL4",AZUL S.A.,24112,Emp. Adm. Part. - Serviços Transporte e Logística,2026-07-27,,21405769.015873015,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,2.38,21.36,turnaround,-0.23,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR lucro > 10%,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156794,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"ADMF3,B1003",B100 S.A.,27634,Intermediação Financeira,2026-07-27,,48181.19672131148,indisponivel,indisponivel,indisponivel,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-11,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157042,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BMGB4,BANCO BMG S/A,24600,Bancos,2026-07-27,,6575608.666666667,indisponivel,indisponivel,12.32,6.23,nao_aplicavel,17.44,35.94,-0.03,DADOS_INSUFICIENTES,ROE mediano 5a > 12%,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-05,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156636,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,BANCO RCI BRASIL S.A.,21466,Bancos,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,nao_aplicavel,13.76,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,2025-12-31,2026-03-16,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155398,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BEES3,BEES4",BANESTES S.A. - BCO EST ESPIRITO SANTO,1155,Bancos,2026-07-27,3053323290.0,76880.74603174604,indisponivel,1.24,indisponivel,dado_insuficiente,nao_aplicavel,26.80,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,P/VPA < 1; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-06-01,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158790,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BDLL3,BDLL4",BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,1520,"Máquinas, Equipamentos, Veículos e Peças",2026-07-27,,7640.825396825397,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,nao_aplicavel,22.72,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157629,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Emp. Adm. Part. - Seguradoras e Corretoras,2026-07-27,78698215973.76,219801627.1111111,8.56,6.23,79.85,89.51,nao_aplicavel,serie_nao_comparavel,23.05,0.40,DADOS_INSUFICIENTES,P/VPA < 1,Dívida líq./EBITDA < 3; CAGR receita > 10%; Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-04,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156569,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BBML3,BBM LOGÍSTICA S.A.,24660,Serviços Transporte e Logística,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,6.21,-0.20,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR lucro > 10%; Liquidez >= R$5M/dia,2025-12-31,2026-06-25,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159219,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ABCB4,BCO ABC BRASIL S.A.,20958,Bancos,2026-07-27,,17773139.746031746,indisponivel,indisponivel,indisponivel,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2023-12-31,2024-04-23,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135876,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BBDC3,BBDC4",BCO BRADESCO S.A.,906,Bancos,2026-07-27,184915495546.05002,539389418.1428572,indisponivel,1.03,indisponivel,dado_insuficiente,nao_aplicavel,21.14,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,P/VPA < 1; Lucro positivo nos 5 anos,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156709,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BBAS3,BCO BRASIL S.A.,1023,Bancos,2026-07-27,117023504640.5,455404053.9206349,indisponivel,0.61,indisponivel,dado_insuficiente,nao_aplicavel,26.20,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157308,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
000000,BCO BTG PACTUAL S.A.,22616,Bancos,,,,indisponivel,indisponivel,23.30,19.93,nao_aplicavel,29.87,22.24,-1.03,DADOS_INSUFICIENTES,Receita estável (sem queda >15%),P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157667,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
