ticker,empresa,cd_cvm,setor,preco_data,valor_mercado_brl,liquidez_63d_brl,pl,pvpa,roe_ltm,roe_med5,div_liq_ebitda,cagr_receita,cagr_lucro,conversao_caixa,status,criterios_reprovados,criterios_nao_avaliados,ultima_demonstracao,dt_receb_ultimo_doc,link_doc,fontes
PGMN3,EMPREENDIMENTOS PAGUE MENOS S.A.,22608,Comércio (Atacado e Varejo),2026-07-27,2387885007.04,20154077.206349205,7.76,0.71,9.56,dado_insuficiente,0.98,dado_insuficiente,dado_insuficiente,0.66,DADOS_INSUFICIENTES,P/L positivo e baixo; FCF positivo em >=3 dos 5 anos,ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2026-03-31,2026-05-04,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156577,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,26271,"Saneamento, Serv. Água e Gás",,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2025-06-30,2025-08-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151424,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,EPR INFRAESTRUTURA PR S.A.,27715,Serviços Transporte e Logística,,,,indisponivel,indisponivel,49.11,dado_insuficiente,0.10,dado_insuficiente,dado_insuficiente,1.17,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157609,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,EQUIPAV SANEAMENTO S.A.,27642,"Saneamento, Serv. Água e Gás",,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,4.21,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157329,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,EZ INC INCORPORAÇÕES S.A.,25380,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,3.01,0.34,indisponivel,55.90,71.34,-4.20,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; Liquidez >= R$5M/dia,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156847,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,FARMÁCIA E DROGARIA NISSEI S.A.,25429,Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,-21.14,-3.47,indisponivel,16.99,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157632,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,FGR INCORPORAÇÕES S.A.,28010,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157663,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,5983,Têxtil e Vestuário,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,indisponivel,-10.36,serie_nao_comparavel,indisponivel,DADOS_INSUFICIENTES,CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157656,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
CRDE3,FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,20630,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,-11.40,-5.89,nao_aplicavel,serie_nao_comparavel,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-07-24,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159672,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
FICT3,FICTOR ALIMENTOS S.A.,15423,Emp. Adm. Part. - Alimentos,2026-07-27,8772441.0,5592.809523809524,prejuizo,0.23,indisponivel,dado_insuficiente,nao_aplicavel,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,P/L positivo e baixo; Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; Liquidez >= R$5M/dia,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,2025-12-31,2026-06-24,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159200,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,FOZ DO RIO CLARO ENERGIA S.A.,26697,Emp. Adm. Part. - Energia Elétrica,,,,indisponivel,indisponivel,-23.91,dado_insuficiente,5.86,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156743,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,"G2D INVESTMENTS, LTD.",80195,,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2022-12-31,2023-03-31,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124939,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
GSHP3,GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,21008,Comércio (Atacado e Varejo),2026-07-17,6938750.600000001,2302.031746031746,prejuizo,nao_aplicavel,nao_aplicavel,dado_insuficiente,nao_aplicavel,9.86,turnaround,nao_aplicavel,DADOS_INSUFICIENTES,P/L positivo e baixo; CAGR receita > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157671,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,27502,Telecomunicações,,,,indisponivel,indisponivel,-9.64,dado_insuficiente,3.16,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157194,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,"GP INVESTMENTS, LTD.",80020,,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2025-06-30,2025-08-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151319,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,GRANJA FARIA S.A.,27219,Alimentos,,,,indisponivel,indisponivel,10.49,dado_insuficiente,1.45,dado_insuficiente,dado_insuficiente,7.17,DADOS_INSUFICIENTES,,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157497,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"SALT3,SALT4",GRUPO SALTA EDUCAÇÃO S.A.,27820,Emp. Adm. Part. - Educação,,,,indisponivel,indisponivel,8.54,dado_insuficiente,1.43,dado_insuficiente,dado_insuficiente,3.17,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156857,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,GSH CORP PARTICIPAÇÕES S.A.,26603,Serviços Médicos,,,,indisponivel,indisponivel,-46.01,3.92,4.61,40.83,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157474,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
2,HAGA S.A. INDUSTRIA E COMERCIO,13366,Metalurgia e Siderurgia,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,indisponivel,-9.06,-28.10,indisponivel,DADOS_INSUFICIENTES,CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157261,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,HIGHLINE BRASIL II INFRAESTRUTURA DE TELECOMUNICAÇÕES S.A.,27880,Telecomunicações,,,,indisponivel,indisponivel,-33.78,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-21,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157827,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
HMOB3,HMOBI PARTICIPAÇÕES S.A.,25674,Emp. Adm. Part. - Sem Setor Principal,,,,indisponivel,indisponivel,-0.58,9.72,2.47,72.63,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157191,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,HOLDING DO ARAGUAIA S.A.,26565,Serviços Transporte e Logística,,,,indisponivel,indisponivel,-7.94,-0.91,8.45,154.41,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157123,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,HOSPITAL ANCHIETA S.A.,26468,Serviços Médicos,,,,indisponivel,indisponivel,-90.90,dado_insuficiente,0.46,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-25,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157940,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,HOSPITAL CARE CALEDONIA S.A.,25771,Serviços Médicos,,,,indisponivel,indisponivel,-96.80,-44.14,6.50,5.77,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2025-12-31,2026-06-19,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159152,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
HOOT4,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,6700,Hospedagem e Turismo,2026-07-27,,28084.238095238095,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,-0.58,43.04,turnaround,2.17,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR lucro > 10%,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157525,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.,27332,Energia Elétrica,,,,indisponivel,indisponivel,-27.99,dado_insuficiente,8.79,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156757,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
023175,IGUA SANEAMENTO S.A.,23175,"Saneamento, Serv. Água e Gás",,,,indisponivel,indisponivel,-18.64,-15.21,10.37,34.45,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157340,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,INBRANDS S.A.,22560,Têxtil e Vestuário,,,,indisponivel,indisponivel,-135.06,-13.15,10.99,0.35,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157603,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,17868,"Máquinas, Equipamentos, Veículos e Peças",,,,indisponivel,indisponivel,-2.66,-1.68,nao_aplicavel,turnaround,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157569,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
INEP3,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,"Máquinas, Equipamentos, Veículos e Peças",2026-07-27,,152138.39682539683,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,nao_aplicavel,-28.14,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-27,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158029,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,INSPIRALI EDUCAÇÃO S.A.,27251,Educação,,,,indisponivel,indisponivel,14.12,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156722,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,"INTER & CO, INC.",57886,,,,,indisponivel,indisponivel,indisponivel,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,indisponivel,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2021-12-31,2022-04-20,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113864,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,"INTER & CO, INC.",80217,,,,,indisponivel,indisponivel,13.95,7.63,indisponivel,117.99,turnaround,5.51,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; Lucro positivo nos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156791,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,Emp. Adm. Part. - Serviços Transporte e Logística,,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,-0.63,23.62,turnaround,9.41,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157207,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
IRBR3,IRB - BRASIL RESSEGUROS S.A.,24180,Seguradoras e Corretoras,2026-07-27,4407635844.0,22332702.73015873,12.58,0.83,6.61,2.34,nao_aplicavel,-10.13,turnaround,0.86,DADOS_INSUFICIENTES,P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos,Dívida líq./EBITDA < 3; CAGR lucro > 10%; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-04,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156596,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,JBS N.V.,80233,,,,,indisponivel,indisponivel,25.87,dado_insuficiente,2.41,dado_insuficiente,dado_insuficiente,0.99,DADOS_INSUFICIENTES,CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157185,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
JFEN3,JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,7811,"Construção Civil, Mat. Constr. e Decoração",2026-07-27,,13756.222222222223,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,nao_aplicavel,153.38,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157408,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
